图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,Citizen Park-预测置信度,Group photo-预测置信度,airport-预测置信度,ancient temple-预测置信度,art gallery-预测置信度,backpacker-预测置信度,beach-预测置信度,botanical garden-预测置信度,bridge-预测置信度,cable car-预测置信度,camping-预测置信度,canyon-预测置信度,castle-预测置信度,cave-预测置信度,church-预测置信度,city walk-预测置信度,cliff-预测置信度,concert hall-预测置信度,couple-预测置信度,desert-预测置信度,dining-预测置信度,entertainment district-预测置信度,exhibition hall-预测置信度,family with kids-预测置信度,forest-预测置信度,fountain-预测置信度,glacier-预测置信度,harbor-预测置信度,hiking-预测置信度,island-预测置信度,lake-预测置信度,library-预测置信度,monument-预测置信度,mountain-预测置信度,museum-预测置信度,nightclub-预测置信度,ocean-预测置信度,opera house-预测置信度,picnic-预测置信度,railway-预测置信度,reef-预测置信度,river-预测置信度,selfie-预测置信度,senior traveler-预测置信度,shopping mall-预测置信度,skiing-预测置信度,solo traveler-预测置信度,souvenir shop-预测置信度,sunbathing-预测置信度,temple-预测置信度,theater-预测置信度,tour group-预测置信度,train-预测置信度,valley-预测置信度,volcano-预测置信度,waterfall-预测置信度,zoo-预测置信度
<DATA_ROOT>/tourism_pic/test/glacier/60b20b01510b8a3076b4a87d28f7dd40.jpg,26,glacier,30,lake,26,glacier,27,harbor,True,0.00051282864,9.259186e-05,0.00014391464,5.7316192e-05,4.528803e-05,0.0031419534,0.0035623442,4.6230612e-05,0.00033170692,9.180806e-05,0.0017088241,7.674041e-05,6.1792576e-05,0.00011803013,6.939844e-05,3.5344463e-05,0.0028799484,8.298492e-06,0.00041135558,2.2562283e-05,2.0234502e-05,0.00012351792,3.601908e-06,0.00012769502,0.0002818018,0.00032160562,0.10862807,0.035395082,0.0029393227,0.014010292,0.7200727,1.9281199e-05,0.00044754712,0.028942397,5.7725636e-05,9.120727e-06,0.007820064,1.4822807e-05,0.00088083936,8.015802e-05,0.0011474756,0.033149537,0.00015788696,0.0045099813,2.4083898e-05,0.0005526532,0.018943598,2.1738659e-05,0.00018340728,6.417242e-05,4.4793116e-05,0.00014655142,7.558958e-05,0.006191669,0.0002724875,0.00082612527,7.414564e-05
<DATA_ROOT>/tourism_pic/test/glacier/0b43cc24a3bf8535713678aca8682ce9.jpg,26,glacier,26,glacier,33,mountain,16,cliff,True,3.3766148e-05,9.297095e-06,1.3426212e-05,3.1184725e-06,8.0094005e-06,2.3215654e-05,5.7262773e-06,7.0732574e-07,3.286495e-05,4.567618e-05,1.1031353e-05,0.00076083356,2.127005e-06,0.00021879889,3.559808e-06,4.855347e-05,0.0021979492,4.3513355e-06,2.0591924e-06,2.2505268e-05,1.159913e-06,9.9767e-07,1.5096914e-06,2.2789357e-06,3.98687e-05,1.5269285e-05,0.9884243,3.9038965e-05,8.807455e-05,0.0001008169,0.00012297079,1.306605e-06,4.6845507e-05,0.0037378252,1.3257572e-05,1.2063072e-06,0.0005555166,1.5641855e-05,9.819777e-07,3.660479e-06,0.00016553747,0.00029619527,5.3581713e-05,5.121496e-06,4.4623093e-06,3.4511253e-05,3.2754655e-05,1.0123397e-06,3.1378353e-05,3.1889897e-06,5.372546e-06,1.5043357e-05,1.1502528e-05,0.001998311,0.00022629698,0.00043644852,1.9128536e-05
<DATA_ROOT>/tourism_pic/test/glacier/537a116cb8500f3509f539dd7ad8f627.jpg,26,glacier,33,mountain,26,glacier,53,valley,True,0.00013324553,3.3716021e-06,1.4902275e-05,3.5679903e-05,4.7084154e-06,0.00020143377,1.1932785e-05,1.564688e-05,0.00016301188,0.00023426347,0.00056357996,0.00065204815,8.2701525e-05,8.244969e-05,9.792749e-05,8.267436e-06,0.0014351526,1.5330637e-05,2.3575901e-06,2.5217729e-05,2.0763837e-06,0.00018549092,3.6865285e-06,8.816756e-07,7.3944924e-05,0.00015877353,0.32633054,5.4146443e-05,0.000866991,0.00032064389,0.028227536,1.2467721e-06,0.0011377552,0.5414356,3.9978422e-05,1.3885846e-06,7.085396e-05,4.7628608e-05,3.6117115e-05,6.372226e-05,6.311435e-06,0.0022791598,9.045102e-06,1.4641926e-05,5.236896e-06,0.00020052832,0.0001696184,8.105109e-06,7.2689145e-06,0.0001298383,2.0932228e-05,5.0870432e-05,0.0003564999,0.09283511,0.00062348,0.00039930054,4.1856176e-05
<DATA_ROOT>/tourism_pic/test/glacier/1540c3a3ae40c87fb50954d1150b8514.jpg,26,glacier,26,glacier,53,valley,33,mountain,True,7.695954e-06,8.6624664e-07,7.164981e-06,1.8788065e-06,6.8494155e-06,4.154066e-05,2.876887e-06,5.4779724e-07,2.2019996e-05,2.5578207e-05,4.6048106e-05,1.6026748e-05,2.9602955e-07,4.46759e-05,3.821083e-06,7.2132752e-06,7.7231474e-05,2.6221799e-06,5.266999e-07,6.214784e-07,1.0507956e-06,2.9940124e-06,4.9085503e-07,6.541605e-07,7.549887e-06,1.2432082e-05,0.99518687,2.8978752e-06,0.00061646954,2.923637e-05,0.00010865862,1.9818988e-07,9.068586e-06,0.0006709798,3.4367072e-06,3.3046267e-06,7.0639894e-06,6.307246e-06,7.4286913e-06,3.3127044e-06,4.6837336e-06,0.00021633843,1.8345692e-05,1.0949298e-06,5.4238244e-06,0.0003992529,6.733355e-06,1.1440694e-06,3.0897374e-07,2.0750688e-06,5.66123e-06,7.026512e-06,1.3675473e-05,0.0015297164,0.0005828673,0.00020794035,1.1560076e-06
<DATA_ROOT>/tourism_pic/test/harbor/12ef18e99c03e09c342729dafa63c1f3.jpg,27,harbor,27,harbor,21,entertainment district,15,city walk,True,0.001866196,0.00046926067,0.00017396641,3.063497e-05,0.00014023352,1.6013817e-05,0.00040611438,8.8217144e-05,0.007197246,0.00095823256,4.9931416e-05,2.2676508e-05,0.0015146072,2.5574029e-05,0.00050279545,0.022931946,6.8968075e-05,0.00060716073,5.4408796e-05,7.100628e-06,3.052124e-05,0.025352238,0.0001914569,5.1575647e-05,2.5058152e-05,0.0015904587,5.5346604e-06,0.8863248,1.3146792e-05,0.005565113,0.008415685,6.304463e-05,0.0008588935,0.0001276999,0.0008406215,0.00011926256,0.0011261338,0.0058832695,0.000758033,0.00015913439,8.010232e-05,0.016196305,3.8473812e-05,1.5939966e-05,0.000584235,7.626542e-06,5.427442e-05,4.3626653e-05,0.00020693372,0.0005380296,0.00014936524,0.0010326793,0.0006580732,0.0048811706,7.4963296e-05,0.00072059786,8.4650506e-05
<DATA_ROOT>/tourism_pic/test/harbor/ffac683ab409fc99856ca6a7059a7452.jpg,27,harbor,27,harbor,29,island,30,lake,True,0.00032746003,2.4783317e-06,2.0562927e-06,4.7017892e-07,1.9484546e-06,6.1691467e-06,4.2794032e-05,8.231724e-06,3.770471e-05,1.075273e-05,3.2709236e-06,1.0942209e-06,1.6246282e-05,1.6556344e-06,1.1241695e-05,3.1012964e-06,3.1410647e-05,5.4469483e-06,4.363047e-06,4.137728e-09,7.88399e-06,1.9236022e-05,2.018235e-06,1.9095348e-06,9.837047e-07,6.0423054e-06,0.00022896222,0.997509,9.791415e-08,0.00043854865,0.00039932213,2.3454238e-06,3.1067993e-06,2.6669057e-05,1.0049042e-05,1.0909647e-06,0.00020785864,2.5334853e-05,7.166074e-06,1.3746388e-06,0.00014709082,0.00031735914,3.540064e-07,1.0103215e-06,1.09614e-05,6.126958e-05,3.2889754e-06,3.7168877e-06,7.0397987e-06,2.20955e-06,2.400863e-06,1.940688e-06,1.0279293e-06,1.30470125e-05,9.033553e-07,2.4736607e-06,6.995814e-06
<DATA_ROOT>/tourism_pic/test/harbor/5bcf3e9a842462100f5c8c434c3a1457.jpg,27,harbor,27,harbor,37,opera house,51,tour group,True,0.00046081812,0.00027246436,0.00014410815,4.3371756e-06,0.0001198149,7.9122896e-05,0.00029342153,5.8756716e-05,0.0036856993,0.0019317901,5.406623e-05,1.851394e-05,0.00020588926,3.541814e-06,3.8532307e-05,0.0050041494,4.4315493e-05,0.0006576522,0.00012754301,7.1644763e-07,4.416967e-05,0.0027833062,0.00023208742,3.9192702e-05,1.5336385e-06,0.0001789201,5.067404e-06,0.91855824,5.324781e-07,0.0061437497,0.0007554228,1.8030407e-05,0.00015871956,9.2946675e-06,0.0013103047,6.387836e-05,0.00037795622,0.033623982,0.00027349635,4.645012e-05,0.00010632042,0.00808584,1.2520852e-05,4.716127e-05,0.00012775337,1.4021786e-06,7.9940066e-05,2.4604133e-05,0.00018120899,4.953945e-05,9.0922455e-05,0.012882648,0.00024884273,0.00010241325,2.4364796e-05,4.7632715e-05,5.722438e-05
<DATA_ROOT>/tourism_pic/test/harbor/30e9e5c93a7c65acfdb219bb1376231a.jpg,27,harbor,27,harbor,32,monument,29,island,True,0.008126369,0.0014685814,0.0003423891,4.1541345e-05,0.0003198999,2.4675113e-05,0.00048764027,0.0002279066,0.008444866,0.00013793525,8.47732e-05,1.8107132e-05,0.00013128428,5.9458034e-05,0.00015587732,0.00022801224,8.943823e-05,0.000318513,0.00015107139,1.1843303e-05,0.00017949173,0.00030027636,0.0011390278,0.0001274823,6.8163345e-06,0.0016947689,0.0005880662,0.73348665,1.1777133e-05,0.027974024,0.0013080132,0.00014722758,0.17399384,3.2141867e-05,0.014288851,3.4297685e-05,0.0045359298,0.0014162593,0.00021248986,8.031816e-05,0.002901755,0.0022307846,6.763371e-05,5.9704693e-05,9.731176e-05,1.0644583e-05,5.6914363e-05,0.0005557015,0.00027752278,0.0002179465,0.00019189354,0.009564178,0.00028331508,0.00016682576,0.00011580395,0.00017436998,0.0005996568
<DATA_ROOT>/tourism_pic/test/harbor/c15f8c22c2b58d92c3e0ee859df3a5ee.jpg,27,harbor,27,harbor,29,island,36,ocean,True,0.00017531843,4.6242545e-05,2.178375e-05,3.662464e-05,1.3850186e-05,1.1182407e-05,0.0014970268,0.0001752676,0.00032589838,0.0025009634,4.9073442e-05,7.0273045e-06,0.00036455196,2.3893575e-05,0.0012776912,2.632583e-05,0.0029435125,3.952058e-05,4.0734794e-05,4.0237535e-07,2.1834663e-05,0.00016436534,4.7041183e-07,1.4967526e-05,1.4287848e-05,4.5037777e-05,0.0005214461,0.7815702,4.203427e-05,0.186487,0.0026045716,7.076088e-06,0.00037978112,0.0014216749,1.3047875e-05,4.0392374e-06,0.011160924,0.0019380616,0.0001304507,2.3403762e-05,0.00073759037,0.00096121966,3.7178e-06,7.0101465e-05,1.3895074e-05,5.3635693e-05,0.00013259728,0.0001536185,1.6704935e-05,0.0001415767,5.580752e-05,0.00030030383,4.9791317e-05,0.00083901937,0.00026466863,1.7837972e-05,4.6288744e-05
<DATA_ROOT>/tourism_pic/test/harbor/e8812082135b97d8d539721c02ca11de.jpg,27,harbor,36,ocean,27,harbor,41,river,True,0.00033488672,0.00026471843,0.00016563175,4.7856913e-05,7.327881e-05,0.00078939484,0.020797634,1.4384503e-06,0.0001148147,1.1784987e-05,0.0002113988,0.00021262631,8.658708e-06,0.00027216802,7.063296e-05,0.00020484316,0.0042736186,5.9009348e-05,0.00083671755,1.1479998e-05,0.00050344557,0.00010301222,1.420261e-06,0.00079998525,3.150174e-05,0.00032301186,0.0024167392,0.12758042,1.7389415e-05,0.008397524,0.027787507,1.231315e-05,8.279617e-05,3.2315682e-05,7.921168e-05,6.4053675e-05,0.6538572,0.0008476776,0.00011312255,1.5359867e-05,0.045618013,0.083206646,0.004404285,0.001458528,0.00020866473,1.1688694e-05,0.0006696849,2.4522256e-05,0.005594213,4.7715643e-05,0.00028239362,0.0006164733,9.380219e-05,6.697369e-05,6.68251e-05,0.00028084425,0.0055203144
<DATA_ROOT>/tourism_pic/test/harbor/82e1c7b7af8b4ebb2c772b6d3275e065.jpg,27,harbor,27,harbor,0,Citizen Park,29,island,True,0.0031158912,0.00018974894,8.029451e-05,1.2901762e-06,1.7649163e-05,3.8026787e-06,0.0005845503,2.2080398e-05,0.00016947133,0.00010634149,2.616372e-05,9.278215e-07,5.546323e-05,1.1457088e-06,2.998853e-05,2.151342e-05,5.1383286e-05,2.058518e-05,2.682009e-05,2.491099e-07,1.4816602e-05,0.00011010874,7.879544e-06,2.5907779e-05,3.333516e-07,6.364014e-06,4.4478093e-06,0.9902236,8.072254e-07,0.0020511127,0.000795385,3.6957383e-06,1.5242225e-05,3.2947846e-06,2.3716839e-05,2.5256306e-06,0.00025950006,0.0002091674,0.00011151127,1.3234784e-05,0.0003039568,0.0006332877,2.2084234e-05,5.0275125e-06,4.993703e-05,1.9549161e-06,8.710596e-06,3.1260092e-06,6.9745765e-05,9.107219e-06,2.916786e-06,0.00044840237,5.5667488e-06,2.0687576e-05,1.4463035e-06,7.501649e-07,5.3183776e-06
<DATA_ROOT>/tourism_pic/test/harbor/40fea9ad1179a03d86e1e54a1efd8468.jpg,27,harbor,27,harbor,21,entertainment district,15,city walk,True,0.00036719866,8.821613e-05,3.2368903e-06,1.4804385e-07,7.2177586e-06,6.699239e-06,1.4201479e-05,6.0511e-07,2.5257285e-05,1.3093937e-05,1.0927496e-05,4.9295977e-07,4.498158e-06,3.5199315e-07,2.2507083e-06,0.0004467092,5.2897935e-06,5.760522e-06,3.179293e-05,2.2222149e-09,2.9867317e-05,0.00053039327,1.5621405e-05,1.1657613e-05,1.7216679e-07,1.6083769e-06,7.1502272e-06,0.9975515,2.7093712e-08,0.00033876285,8.0073405e-06,3.5644098e-07,6.5123396e-07,7.2013773e-07,1.4633305e-05,3.315097e-05,2.5514973e-05,2.5017056e-05,2.2550346e-05,1.4385383e-06,8.513699e-05,3.4977023e-05,7.712983e-06,3.0699923e-07,0.000112645226,1.0810899e-06,1.8174409e-06,6.459834e-06,1.4658322e-05,1.2970096e-06,6.575982e-06,6.904987e-05,1.1680888e-06,4.2279157e-07,1.4526144e-07,1.9072775e-06,1.8934836e-06
<DATA_ROOT>/tourism_pic/test/harbor/f16723e14028ad4f13f32387ee0eec56.jpg,27,harbor,27,harbor,8,bridge,41,river,True,0.00084666256,2.9422607e-05,6.7089354e-06,4.4069765e-07,2.0187397e-06,5.639289e-06,0.00013389303,3.761517e-06,0.042726662,3.3219196e-05,6.2466506e-06,5.3817894e-07,4.635229e-06,8.526648e-07,4.685727e-06,0.00030833937,1.398717e-05,1.1449228e-05,2.5011037e-05,5.6096026e-09,9.9605895e-06,0.0008093887,1.8004683e-06,4.29973e-06,1.7352848e-07,4.1228386e-06,1.6047392e-06,0.9517992,6.1434764e-07,0.00013033368,0.00043801212,1.426589e-06,2.9784596e-05,6.4442605e-07,6.951941e-06,9.1076026e-07,4.9032085e-05,4.5750203e-05,7.538992e-05,4.107096e-05,7.671093e-06,0.0021690172,2.9587509e-06,1.8876812e-06,1.2937782e-05,1.1776339e-06,7.1290424e-06,7.1775667e-06,7.554423e-05,3.3608221e-06,5.4964758e-06,3.4495617e-05,3.7394893e-05,1.41873425e-05,2.0239531e-07,1.9770619e-06,2.799003e-06
<DATA_ROOT>/tourism_pic/test/harbor/8b868d8cae2c839e7cb4cfa6c7dcadd3.jpg,27,harbor,27,harbor,29,island,0,Citizen Park,True,0.00019946379,2.4246986e-06,2.8823047e-06,5.5656088e-08,5.695445e-07,4.312644e-06,2.8576867e-05,3.9540012e-07,4.2267315e-05,1.3127112e-05,4.3675112e-07,1.1147987e-07,9.740479e-06,6.922286e-08,5.794525e-06,4.0759256e-05,4.7962035e-06,3.5513967e-06,2.1163244e-06,6.350956e-10,2.431045e-06,5.4248605e-05,1.6874974e-07,2.1342762e-06,4.3493745e-08,1.3185738e-06,4.0173668e-07,0.99881494,2.2262954e-08,0.00035458367,9.043659e-06,3.2173494e-07,8.8269417e-07,3.069782e-07,7.901903e-06,9.71349e-07,4.2480926e-05,6.705866e-05,3.0652084e-06,3.536121e-06,8.0073994e-05,0.00012611087,5.659914e-07,6.764224e-07,3.345202e-05,1.6406543e-07,3.8036737e-06,7.577342e-07,4.725413e-06,7.806087e-07,1.4669728e-06,1.5240966e-05,1.9415227e-06,1.4278556e-06,1.1453666e-07,7.930036e-07,5.198487e-07
<DATA_ROOT>/tourism_pic/test/harbor/cce969e7a70254fcdc666ba53001d359.jpg,27,harbor,27,harbor,21,entertainment district,37,opera house,True,0.0010384757,0.000109392335,6.3791463e-06,6.3576005e-07,2.0525651e-05,1.1384401e-06,3.7999514e-05,1.7952869e-05,0.00010126443,0.00024793833,5.0903823e-06,3.0013342e-07,3.823236e-06,2.9607122e-07,2.7849162e-06,0.0003744389,2.6264988e-06,0.00013897975,4.7639555e-06,7.584151e-09,6.119511e-05,0.067066364,0.0010082197,2.0219697e-06,3.7550288e-07,1.0536218e-05,5.742105e-06,0.9244533,1.7935573e-08,0.0007431878,0.00021223152,9.555738e-07,1.0856851e-05,1.6625498e-06,3.1307372e-05,4.832168e-05,5.2815503e-05,0.002560837,0.00012366234,3.238563e-05,3.6372643e-05,0.000919998,3.8735784e-06,6.01731e-07,5.2528376e-05,1.2626259e-06,4.594527e-07,9.348246e-06,6.649496e-06,1.05289955e-05,1.8248285e-05,0.00030374154,3.788633e-05,3.2179603e-05,3.926305e-06,2.7483086e-06,1.882568e-05
<DATA_ROOT>/tourism_pic/test/harbor/57cc2baaf4c8dc1ff3a94d349e9e3563.jpg,27,harbor,27,harbor,29,island,37,opera house,True,0.0017894375,2.946226e-05,4.8155693e-05,3.8596504e-06,4.6473006e-06,6.036893e-07,0.0001263592,0.00018722506,0.000107477805,1.897902e-06,1.1546999e-05,7.2838475e-07,7.440582e-05,4.1043992e-07,3.6295787e-05,8.746967e-06,3.2742214e-06,1.5525758e-05,4.053018e-06,3.7577726e-07,3.2960518e-06,7.201035e-05,7.413557e-06,4.256744e-06,7.393452e-07,2.7388982e-05,8.500475e-07,0.97813773,7.3692644e-07,0.013429604,0.000248442,2.517486e-06,0.00012985582,1.7150827e-06,0.00022308585,7.844796e-07,0.00062554877,0.002405298,4.1522304e-05,8.563817e-06,0.00019924149,0.0014399474,1.525205e-06,3.591087e-06,1.5556558e-05,1.16069934e-07,1.4091448e-05,5.8132046e-06,7.7255045e-06,1.8032244e-05,7.4720942e-06,0.00015900075,1.341696e-05,1.7949751e-05,5.5113454e-05,1.0324488e-05,0.00020519005
<DATA_ROOT>/tourism_pic/test/harbor/a1d8c7ad23d0664daf937783c9e6c198.jpg,27,harbor,27,harbor,36,ocean,30,lake,True,0.00022464155,4.405646e-05,9.103442e-06,2.2156357e-07,7.315079e-06,2.3383933e-05,0.0005605196,2.2770391e-06,5.676871e-05,2.0305157e-05,5.8901118e-05,6.0427756e-06,2.436701e-06,2.7387005e-06,1.035708e-05,3.0862022e-05,2.2348455e-05,5.3425606e-06,0.00022585221,6.495152e-07,1.2725475e-05,1.2233711e-05,5.285288e-07,1.3268022e-05,1.1820428e-06,8.505328e-06,3.132227e-05,0.9930589,1.2132124e-06,0.00022009331,0.0012318462,1.2863628e-06,9.025874e-06,2.8369243e-05,8.428522e-06,2.5274885e-06,0.0028435793,6.2171503e-06,3.5508965e-05,4.321832e-06,0.00072172564,0.00013202796,3.4159955e-06,5.3251715e-05,1.0232805e-05,1.7049568e-06,5.5597702e-05,6.04857e-06,5.420766e-06,1.8031237e-06,1.3864084e-06,1.9266932e-05,1.3121902e-05,0.00012493912,1.3030624e-06,1.7319051e-06,1.8504256e-06
<DATA_ROOT>/tourism_pic/test/harbor/1e0fdf13bff0d621b525d44fa958c0be.jpg,27,harbor,27,harbor,1,Group photo,51,tour group,True,0.00013034287,0.034518905,0.00015932946,6.907033e-07,3.322781e-05,5.232052e-05,1.8354463e-05,5.4129407e-07,9.749047e-05,0.00019676665,1.4985291e-05,1.3723092e-06,1.4277659e-05,5.810027e-06,5.224062e-06,0.00028587144,8.753845e-05,7.462428e-06,3.6488953e-05,7.863016e-07,1.1981079e-05,7.929139e-05,6.460605e-05,0.0022248633,1.653537e-05,9.809018e-06,2.786831e-06,0.9309557,1.1730594e-06,9.0266934e-05,2.1914959e-05,5.7726113e-05,4.5094293e-05,2.7100876e-05,2.6198846e-05,5.264686e-05,9.191746e-05,7.966803e-05,5.6522763e-06,0.00029817122,0.0025262893,8.9209125e-06,8.799462e-05,0.0006186134,0.0026956762,1.6711109e-06,1.1651952e-05,0.003189128,5.333223e-06,8.006016e-06,9.965117e-05,0.017825125,0.0029449866,1.8256562e-05,4.7342496e-07,3.392794e-06,0.00012394824
<DATA_ROOT>/tourism_pic/test/harbor/f040be05402b9d378d509e2dfba0aecf.jpg,27,harbor,27,harbor,30,lake,29,island,True,0.0046754363,7.633211e-06,3.9230385e-05,1.36509925e-05,2.5260927e-06,2.0578718e-05,0.00013523726,0.0001630265,0.00026226207,2.16684e-05,0.00078135415,8.880423e-06,3.5159715e-05,3.6785675e-06,4.294593e-05,5.328286e-06,1.5775333e-05,1.4352552e-05,5.92558e-06,2.6809456e-08,1.0675549e-05,6.997494e-05,3.4938643e-05,6.941917e-06,0.000357477,9.719632e-06,0.00020554897,0.79371154,1.0621781e-06,0.010458593,0.17844813,7.347414e-06,3.7284944e-06,0.00011899417,1.1984987e-05,2.9307952e-05,0.00081388355,2.1763834e-05,0.00038643117,2.8896588e-05,0.000990407,0.007354315,3.6432289e-06,6.614302e-06,8.2632796e-05,6.671305e-06,3.4322195e-05,2.1137646e-05,2.1061687e-05,2.0299225e-05,1.25388915e-05,3.914532e-05,2.1626533e-05,0.000189725,8.4602725e-06,1.3307404e-05,0.00018244944
<DATA_ROOT>/tourism_pic/test/harbor/216c511dccb96b0149754ae245de5525.jpg,27,harbor,27,harbor,40,reef,41,river,True,0.00050602044,1.5116823e-05,1.2094935e-05,3.0918e-07,7.1400623e-06,6.8212735e-06,0.00014653636,2.8999564e-06,0.00022222019,1.2569092e-05,1.2245911e-05,2.1142196e-05,1.0018947e-05,2.616978e-06,1.07496335e-05,4.061104e-05,2.0441263e-05,3.5152007e-06,7.73141e-06,1.9707077e-08,7.2889043e-06,7.514956e-05,1.7420019e-06,4.3969058e-06,6.1433917e-07,4.038358e-06,6.6417675e-07,0.9959253,1.7155e-06,0.00033145904,0.00045199436,7.373034e-07,1.3161804e-06,1.0767075e-05,1.1967404e-05,2.1709106e-06,0.0004546228,5.1355396e-06,4.92266e-05,4.9236673e-06,0.0007312145,0.0005824493,8.686899e-06,2.371082e-06,4.6241465e-05,1.2875893e-06,7.473813e-06,4.082245e-06,1.6815824e-05,1.6815286e-06,1.1846024e-06,2.7789167e-05,2.5667723e-06,0.00015012127,4.4081008e-07,5.241286e-06,4.3770915e-06
<DATA_ROOT>/tourism_pic/test/harbor/02935b4559c35f0e4211be56afa8847b.jpg,27,harbor,27,harbor,30,lake,41,river,True,0.0053281663,7.4835216e-06,4.88777e-06,1.6860379e-06,5.364179e-06,3.3868044e-05,7.273182e-05,5.9128408e-05,0.00018567372,9.820327e-05,0.0001080646,7.681362e-06,2.3570088e-05,2.8249747e-06,1.6485139e-05,7.166847e-06,3.594969e-05,4.4560097e-06,3.20386e-05,4.5067448e-09,1.7462879e-05,7.022275e-05,2.414135e-07,5.8386477e-06,5.4792898e-05,5.7503898e-05,5.384432e-05,0.9570198,1.8510124e-06,0.0022481366,0.026540058,1.9523159e-06,2.188154e-05,0.00012980397,8.966268e-06,3.0021924e-06,0.00027673642,1.7495984e-05,0.00019527593,2.8272507e-05,0.00014243784,0.0065453993,1.3209502e-06,1.5899814e-05,1.8755136e-05,5.2136193e-06,4.1724332e-05,1.5144761e-05,5.5482856e-06,6.5662466e-06,4.114958e-06,1.4500947e-05,2.1302189e-05,0.00034126535,9.26039e-07,2.4364477e-05,6.8563695e-06
<DATA_ROOT>/tourism_pic/test/harbor/420da48e98b6d93d33dd2cfe5005f2f3.jpg,27,harbor,27,harbor,15,city walk,21,entertainment district,True,0.0055233315,0.0004145573,0.0001963601,1.3513707e-05,0.00021778153,3.8689388e-05,0.0022437018,0.00016312576,0.0011893027,0.0032127346,0.00021607276,3.4414975e-06,0.00042767762,4.1762746e-06,0.00010746663,0.069060445,4.354576e-05,0.0011976135,0.00023568359,3.963992e-06,0.00010872874,0.046978593,0.00029735372,5.016165e-05,1.02175145e-05,0.0030564931,6.572223e-05,0.7819804,1.1525011e-06,0.0041905874,0.008366469,2.47677e-05,0.002362456,5.257843e-05,0.0007036675,0.00088921026,0.0041917306,0.041228045,0.00053443137,0.00024237271,0.00024066183,0.014655295,2.4147737e-05,2.5900616e-05,0.00055193686,1.15717685e-05,0.000100455465,0.00047160432,6.0171136e-05,0.00046359815,0.00061722926,0.002070479,0.00055502367,9.684831e-05,6.993894e-05,2.977946e-05,0.00010704428
<DATA_ROOT>/tourism_pic/test/harbor/ad10e7e89a5f21b64ffe51a832d5d70f.jpg,27,harbor,27,harbor,36,ocean,30,lake,True,0.00026345454,0.0057298024,2.9617528e-05,3.8470253e-06,1.2007145e-05,0.0013467271,0.0017254496,8.247543e-06,0.00015791248,0.0006425252,0.0006733375,1.0940984e-05,2.9530716e-05,2.4929686e-05,0.00026279356,7.7120785e-05,0.00047837844,4.4575805e-05,0.003087055,7.908137e-07,0.0016606277,0.00013784961,7.920722e-06,0.004245077,1.6845923e-05,1.9491006e-05,0.00033844882,0.78541887,1.6236992e-05,0.0018066458,0.060528502,3.0507083e-05,5.5115896e-05,1.6704214e-05,3.783013e-05,1.5417774e-05,0.06681416,7.491009e-05,0.00018411218,8.827091e-06,0.047754932,0.0040886695,0.00030570646,0.0015256052,9.072588e-05,8.815495e-05,0.000673953,0.0001081796,0.0029500064,2.3439809e-05,4.578638e-05,0.0061133653,4.8300135e-05,6.769118e-05,3.4406164e-06,5.060018e-06,6.3828884e-05
<DATA_ROOT>/tourism_pic/test/harbor/6e3c210e9511ea53658e9a84174fe614.jpg,27,harbor,32,monument,27,harbor,8,bridge,True,0.008445467,0.0021123192,0.00024365044,1.5946249e-05,0.00011815348,3.9975515e-05,0.0001175273,8.017303e-05,0.028392408,0.0002536968,7.196656e-05,2.2092593e-06,3.6061556e-05,1.5390533e-05,7.814907e-05,0.00014041367,1.6793083e-05,0.00025866352,0.00021207838,8.042723e-06,0.00014537881,0.00035772545,0.000300571,9.7473516e-05,6.9127435e-07,0.00090117956,0.0001664346,0.45620793,4.734787e-06,0.0029599932,0.0023355838,2.2692715e-05,0.4576023,1.3080399e-05,0.007252105,1.5355889e-05,0.00111998,0.002830685,0.00019040775,9.8309894e-05,0.0006018284,0.0034527236,3.0597486e-05,0.00016209086,2.8754015e-05,5.3576086e-06,5.320173e-05,0.00037539896,0.00022277061,0.00019017038,0.0003065893,0.01969083,0.0011411572,8.7337205e-05,2.6893582e-05,1.8427629e-05,0.0003241287
<DATA_ROOT>/tourism_pic/test/harbor/0392bb6a9e26bd06110b03d624dc3fe9.jpg,27,harbor,27,harbor,29,island,6,beach,True,0.00041100677,2.7391423e-05,0.00025240818,2.9404117e-05,8.67949e-06,8.1796206e-05,0.005701339,3.8963524e-05,0.00040173478,0.00068130065,7.3415256e-05,6.105785e-05,0.0006302215,8.876794e-05,0.00021418989,0.0001854635,0.00058632065,0.00013199961,5.05908e-05,8.9115275e-07,9.413837e-06,0.0010974342,1.8718505e-05,6.5112786e-06,2.1327134e-05,0.00045735913,2.3319295e-05,0.9611542,7.853917e-05,0.014588789,0.0046473453,1.4641145e-05,0.00033226496,0.0019223685,6.864742e-05,1.6798534e-05,0.00069573,0.001001045,0.000104396575,5.855369e-05,0.0005561388,0.000500091,2.4971258e-05,8.530613e-06,0.00030199855,4.6200927e-05,3.308328e-05,0.00012891859,0.0005752258,0.00022673502,3.37391e-05,0.00036524754,6.712324e-05,0.0010375584,1.2680162e-05,9.236349e-05,1.4997342e-05
